,City,Metro,CountyName,2012-01-31,2012-02-29,2012-03-31,2012-04-30,2012-05-31,2012-06-30,2012-07-31,2012-08-31,2012-09-30,2012-10-31,2012-11-30,2012-12-31,2013-01-31,2013-02-28,2013-03-31,2013-04-30,2013-05-31,2013-06-30,2013-07-31,2013-08-31,2013-09-30,2013-10-31,2013-11-30,2013-12-31,2014-01-31,2014-02-28,2014-03-31,2014-04-30,2014-05-31,2014-06-30,2014-07-31,2014-08-31,2014-09-30,2014-10-31,2014-11-30,2014-12-31,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-31,2016-01-31,2016-02-29,2016-03-31,2016-04-30,2016-05-31,2016-06-30,2016-07-31,2016-08-31,2016-09-30,2016-10-31,2016-11-30,2016-12-31,2017-01-31,2017-02-28,2017-03-31,2017-04-30,2017-05-31,2017-06-30,2017-07-31,2017-08-31,2017-09-30,2017-10-31,2017-11-30,2017-12-31,2018-01-31,2018-02-28,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31,2021-02-28,2021-03-31,2021-04-30,2021-05-31,2021-06-30,2021-07-31,2021-08-31,2021-09-30,2021-10-31,2021-11-30,2021-12-31,2022-01-31,2022-02-28,2022-03-31,2022-04-30,2022-05-31,2022-06-30,2022-07-31
370,Gardner,,Huerfano County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146377.0,143779.0,141945.0,139482.0,140048.0,139956.0,137007.0,134324.0,133751.0,135114.0,135343.0,136398.0,137305.0,136777.0,139084.0,141313.0,144778.0,144789.0,145179.0,145760.0,145807.0,148492.0,152018.0,154487.0,156082.0,158616.0,162406.0,160067.0,153622.0,146244.0,144292.0,144282.0,145931.0,148382.0,153182.0,156123.0,156844.0,155495.0,154323.0,154354.0,153896.0,153601.0,152398.0,150961.0,152162.0,157307.0,163775.0,166336.0,166270.0,164918.0,167618.0,168658.0,169447.0,171111.0,172813.0,175477.0,174989.0,175698.0,177085.0,178142.0,184373.0,191749.0,199528.0,201635.0,203581.0,204365.0,202562.0,199421.0,197675.0,200606.0,203875.0,206864.0,209919.0,216301.0,222223.0,228030.0,230130.0,231364.0,232580.0,234038.0,236308.0,239301.0,241744.0
371,Rollinsville,Denver-Aurora-Lakewood,Gilpin County,221100.0,221188.0,221064.0,221866.0,222616.0,223870.0,224840.0,225270.0,225791.0,226625.0,227986.0,229618.0,229974.0,230861.0,231067.0,232429.0,233947.0,236220.0,238298.0,238943.0,239849.0,240779.0,242621.0,243750.0,244483.0,245351.0,246794.0,248681.0,250253.0,251379.0,252718.0,254197.0,255697.0,256801.0,258247.0,259687.0,262420.0,265216.0,267639.0,268928.0,270392.0,272279.0,275212.0,277939.0,278715.0,278405.0,278143.0,279842.0,283276.0,285896.0,287942.0,288050.0,289432.0,292350.0,295725.0,299480.0,303078.0,306714.0,309205.0,311959.0,313737.0,315551.0,316708.0,318720.0,320562.0,323278.0,325824.0,329643.0,332607.0,335297.0,336831.0,337903.0,339398.0,341187.0,343536.0,346691.0,349155.0,350723.0,351346.0,355038.0,359183.0,363444.0,364631.0,365185.0,366636.0,367714.0,369008.0,369488.0,370606.0,371332.0,371788.0,372680.0,374657.0,377064.0,377118.0,377140.0,376996.0,379103.0,382469.0,385038.0,385740.0,385345.0,385854.0,388139.0,389736.0,391743.0,394945.0,399054.0,406458.0,415157.0,424850.0,432354.0,438385.0,445205.0,450898.0,457345.0,462939.0,469817.0,474864.0,483790.0,491208.0,498470.0,500137.0,502037.0,505083.0,513536.0,522624.0
372,Iliff,Sterling,Logan County,107260.0,107905.0,108458.0,109149.0,109873.0,110332.0,110138.0,110223.0,110526.0,111265.0,111493.0,111927.0,112304.0,112646.0,112767.0,113335.0,115154.0,116653.0,117943.0,118096.0,118348.0,118529.0,119081.0,119286.0,120112.0,121188.0,122661.0,123870.0,124359.0,125616.0,126948.0,128861.0,129517.0,130157.0,130782.0,132059.0,133169.0,134214.0,135244.0,136225.0,137483.0,139040.0,140895.0,143303.0,145541.0,147501.0,149028.0,150959.0,153918.0,156859.0,158768.0,159960.0,160441.0,161581.0,162195.0,163637.0,165378.0,167157.0,168077.0,168642.0,169350.0,170583.0,172304.0,173771.0,174778.0,175929.0,177666.0,179678.0,181633.0,184027.0,186395.0,187915.0,189323.0,190530.0,190780.0,190260.0,189920.0,191091.0,191686.0,193103.0,193259.0,194006.0,193778.0,194608.0,194810.0,195201.0,195144.0,195414.0,195911.0,196713.0,197683.0,198654.0,199824.0,200184.0,199010.0,197722.0,197503.0,197904.0,198424.0,198829.0,199547.0,200153.0,200504.0,201017.0,201515.0,202315.0,203505.0,204508.0,208095.0,210015.0,212858.0,213696.0,216459.0,219166.0,222282.0,226082.0,229565.0,232450.0,236518.0,242522.0,247341.0,249932.0,250558.0,251826.0,253492.0,257046.0,260914.0
373,Briggsdale,Greeley,Weld County,218123.0,223920.0,229240.0,234653.0,239090.0,242549.0,246572.0,250790.0,256995.0,265402.0,271974.0,280842.0,290377.0,295179.0,297142.0,293788.0,294095.0,287838.0,286381.0,286024.0,289731.0,291701.0,292335.0,292199.0,291270.0,291663.0,296569.0,301904.0,308329.0,310268.0,312398.0,303201.0,295596.0,288125.0,293220.0,301470.0,310298.0,319123.0,322970.0,325240.0,321710.0,320630.0,321084.0,322100.0,321817.0,320929.0,320338.0,314032.0,307112.0,302749.0,305296.0,308807.0,312359.0,314813.0,314862.0,311059.0,310386.0,310361.0,313372.0,305894.0,304267.0,301229.0,306616.0,310428.0,313999.0,317269.0,316232.0,321272.0,322234.0,319627.0,316385.0,321458.0,330691.0,336330.0,344324.0,356042.0,367294.0,370287.0,370455.0,372026.0,374996.0,381911.0,386215.0,392102.0,393549.0,395978.0,396178.0,398078.0,401020.0,407889.0,409671.0,406535.0,401155.0,398253.0,397494.0,395359.0,394589.0,405904.0,417957.0,426875.0,422288.0,420583.0,419536.0,423919.0,426457.0,430860.0,431971.0,433558.0,434791.0,439858.0,449184.0,465172.0,476525.0,488845.0,495751.0,509540.0,520677.0,533204.0,544323.0,553031.0,559215.0,569231.0,581851.0,588036.0,602383.0,606335.0,617017.0
374,Yampa,Steamboat Springs,Routt County,225352.0,225724.0,226381.0,226806.0,227867.0,228520.0,228697.0,228661.0,228805.0,229921.0,230501.0,231756.0,233100.0,235324.0,236647.0,238617.0,239815.0,241348.0,242897.0,244427.0,246055.0,247335.0,248962.0,250458.0,253431.0,257065.0,260712.0,262616.0,264495.0,266231.0,268266.0,269359.0,270403.0,272337.0,274016.0,275969.0,277065.0,279255.0,279964.0,280484.0,281380.0,283621.0,285503.0,287769.0,289244.0,290644.0,291030.0,291394.0,293473.0,294873.0,296741.0,295117.0,293173.0,290943.0,289553.0,288169.0,287981.0,288333.0,289726.0,290459.0,291239.0,291273.0,291395.0,291655.0,288438.0,284951.0,281782.0,281872.0,281563.0,281534.0,281677.0,281663.0,281610.0,281979.0,283559.0,285008.0,285501.0,285948.0,286928.0,288404.0,289681.0,289846.0,289273.0,288620.0,289126.0,290365.0,290827.0,290904.0,292129.0,295057.0,297820.0,299713.0,300412.0,301720.0,300883.0,300314.0,299322.0,299938.0,294378.0,296972.0,297794.0,,308992.0,313815.0,318636.0,326028.0,335179.0,344650.0,351045.0,353725.0,353512.0,355257.0,360923.0,371540.0,380396.0,387307.0,392126.0,397604.0,402151.0,404228.0,403619.0,408673.0,423174.0,440217.0,453409.0,458564.0,467601.0
375,Mosca,,Alamosa County,99547.0,100111.0,100727.0,102110.0,103021.0,104381.0,105054.0,106237.0,106794.0,107915.0,109029.0,110611.0,110923.0,111626.0,112108.0,113627.0,115122.0,116686.0,117398.0,117733.0,118016.0,117895.0,118305.0,118326.0,119180.0,119804.0,121085.0,121934.0,122957.0,123695.0,124718.0,125610.0,126739.0,127816.0,128844.0,129492.0,130517.0,132097.0,134312.0,136361.0,138438.0,140245.0,142194.0,143622.0,144539.0,145107.0,146134.0,147189.0,148889.0,149858.0,151654.0,153337.0,154652.0,155949.0,157025.0,158667.0,159028.0,159600.0,160075.0,161221.0,161791.0,162466.0,163459.0,164423.0,165415.0,166066.0,167280.0,167923.0,168905.0,169871.0,171211.0,172537.0,173390.0,174241.0,174172.0,174601.0,174544.0,174779.0,175063.0,175638.0,176485.0,175692.0,175501.0,174961.0,175630.0,175857.0,176930.0,177869.0,178209.0,177628.0,176964.0,176945.0,177654.0,177812.0,176997.0,176861.0,177404.0,178512.0,179009.0,178645.0,180016.0,180753.0,182127.0,182029.0,182339.0,183266.0,184876.0,185725.0,187742.0,190651.0,194223.0,197366.0,199972.0,203193.0,206514.0,209392.0,213323.0,217894.0,222382.0,228030.0,231168.0,234990.0,236103.0,238389.0,240272.0,243904.0,247411.0
376,Rush,Colorado Springs,El Paso County,142429.0,143437.0,143916.0,145916.0,147594.0,148637.0,148640.0,147974.0,149330.0,148971.0,149111.0,147006.0,145961.0,144459.0,144774.0,146279.0,147330.0,149288.0,150646.0,151597.0,151078.0,150123.0,150447.0,151562.0,153932.0,155800.0,158554.0,160762.0,162581.0,163124.0,164341.0,166632.0,169078.0,170219.0,171146.0,171904.0,174537.0,176821.0,180045.0,181952.0,184827.0,186018.0,187056.0,189198.0,192291.0,196733.0,198476.0,200894.0,201761.0,203277.0,205199.0,207099.0,209921.0,211174.0,212443.0,214078.0,217106.0,219114.0,222134.0,219825.0,219023.0,216721.0,218712.0,220594.0,222517.0,225523.0,230955.0,234332.0,237558.0,237463.0,237613.0,238515.0,237385.0,236667.0,233739.0,234149.0,234201.0,234480.0,235972.0,238707.0,242561.0,246075.0,248692.0,252264.0,254341.0,255100.0,253969.0,253220.0,251356.0,248104.0,245991.0,249611.0,255260.0,259224.0,259477.0,259276.0,257912.0,256756.0,253146.0,251163.0,251672.0,253358.0,254882.0,252709.0,250212.0,249252.0,254299.0,260729.0,268053.0,273661.0,277845.0,280690.0,283274.0,289393.0,295738.0,304315.0,312509.0,321868.0,327425.0,335682.0,342305.0,350169.0,354552.0,361401.0,367662.0,372899.0,372083.0
377,Empire,Denver-Aurora-Lakewood,Clear Creek County,156383.0,156546.0,157309.0,157634.0,157369.0,156487.0,155865.0,155946.0,156966.0,157953.0,158616.0,159063.0,159347.0,159914.0,160497.0,161806.0,163215.0,165618.0,167392.0,170081.0,172010.0,174470.0,175797.0,176852.0,178117.0,179401.0,180296.0,181016.0,181979.0,182781.0,183584.0,184094.0,185475.0,186629.0,187953.0,189192.0,190482.0,192131.0,193981.0,195741.0,198140.0,199932.0,201843.0,202541.0,203757.0,203162.0,202698.0,202165.0,204376.0,206407.0,208305.0,209284.0,210225.0,211573.0,212688.0,214212.0,215158.0,216699.0,217839.0,219583.0,220207.0,221178.0,221747.0,223375.0,225026.0,227427.0,230200.0,233869.0,237341.0,240421.0,241733.0,240736.0,239653.0,239608.0,241523.0,243386.0,244721.0,246333.0,247942.0,249483.0,250577.0,251528.0,252812.0,254310.0,255142.0,256253.0,257101.0,258686.0,259754.0,261291.0,263107.0,264680.0,265289.0,265536.0,264934.0,265281.0,264999.0,266099.0,266297.0,268009.0,269665.0,271955.0,273090.0,273973.0,274532.0,275658.0,278627.0,282029.0,288049.0,293929.0,300600.0,305413.0,309949.0,315172.0,320858.0,327983.0,334008.0,337394.0,338634.0,343728.0,349896.0,354755.0,355033.0,355698.0,357952.0,364943.0,371713.0
378,Lewis,,Montezuma County,184272.0,183603.0,183858.0,184278.0,185173.0,185747.0,184851.0,183788.0,183520.0,185580.0,187867.0,189279.0,190016.0,190245.0,190960.0,192420.0,194474.0,199651.0,204514.0,209487.0,210771.0,212986.0,214839.0,216757.0,217248.0,218030.0,218195.0,219142.0,220425.0,221729.0,223146.0,224192.0,225372.0,226613.0,227824.0,229146.0,230672.0,232310.0,234633.0,236738.0,238956.0,241412.0,244613.0,247803.0,249563.0,249754.0,250030.0,250768.0,251274.0,250999.0,252590.0,254812.0,257515.0,257001.0,256969.0,256180.0,256907.0,257938.0,259923.0,262691.0,261070.0,258590.0,255902.0,257643.0,257326.0,256257.0,254991.0,256135.0,257538.0,257893.0,258024.0,258625.0,259660.0,261309.0,262992.0,264572.0,265803.0,265875.0,267570.0,269093.0,271117.0,271751.0,272235.0,273404.0,274726.0,276049.0,276878.0,276641.0,276901.0,276922.0,278144.0,278918.0,280176.0,280818.0,279961.0,279273.0,278772.0,281000.0,282716.0,283744.0,283452.0,283107.0,283372.0,283414.0,283323.0,283721.0,285123.0,286733.0,291492.0,297345.0,304174.0,309272.0,314035.0,319939.0,324295.0,335129.0,344306.0,354167.0,356928.0,362774.0,367767.0,372185.0,373523.0,375013.0,376267.0,382104.0,388234.0
379,Jefferson,Denver-Aurora-Lakewood,Park County,158854.0,159848.0,160848.0,161520.0,161951.0,161768.0,162169.0,163317.0,165495.0,167862.0,168799.0,169525.0,169899.0,171175.0,172111.0,173394.0,174872.0,175940.0,177515.0,178295.0,180633.0,181515.0,183785.0,184570.0,185751.0,186508.0,187999.0,189905.0,191770.0,193479.0,195025.0,196165.0,197365.0,199110.0,200723.0,202493.0,202292.0,201459.0,200660.0,201556.0,203961.0,204515.0,205386.0,208892.0,213240.0,216534.0,217005.0,216897.0,219969.0,222073.0,225979.0,226994.0,228857.0,229933.0,230326.0,229188.0,227536.0,226888.0,227727.0,229609.0,230768.0,231886.0,232007.0,233239.0,234093.0,235835.0,238921.0,241843.0,245142.0,246898.0,248598.0,250448.0,251841.0,253445.0,255715.0,259011.0,261646.0,263986.0,265264.0,267258.0,268801.0,270849.0,272563.0,273530.0,274802.0,275920.0,277033.0,275526.0,273636.0,273073.0,273173.0,274295.0,273998.0,274287.0,274523.0,277467.0,280413.0,282828.0,281297.0,281026.0,280347.0,282952.0,285014.0,287702.0,288213.0,289604.0,291735.0,294877.0,298709.0,303138.0,308640.0,314257.0,319379.0,324948.0,329908.0,335702.0,340793.0,345616.0,349880.0,357279.0,364973.0,370791.0,372770.0,374568.0,388469.0,401140.0,412610.0
380,Granada,,Prowers County,38978.0,39153.0,39279.0,39326.0,39566.0,39915.0,40010.0,40120.0,40207.0,40340.0,40687.0,41035.0,41583.0,41896.0,42281.0,42541.0,42751.0,43063.0,43599.0,44267.0,44633.0,44907.0,45205.0,45686.0,46009.0,46225.0,46358.0,46606.0,47136.0,47683.0,48237.0,48707.0,49158.0,49416.0,49727.0,50131.0,50551.0,50628.0,50838.0,51068.0,51663.0,52076.0,52490.0,52791.0,53086.0,53673.0,53938.0,54296.0,54476.0,54843.0,55370.0,55750.0,56104.0,56710.0,57438.0,58303.0,58573.0,58753.0,58827.0,59105.0,59287.0,59649.0,59873.0,60383.0,60723.0,61021.0,61275.0,61577.0,62212.0,62689.0,63130.0,63485.0,63817.0,64217.0,64908.0,65809.0,66729.0,67000.0,67081.0,67274.0,67636.0,68317.0,68472.0,68334.0,68013.0,67465.0,67219.0,67039.0,67152.0,67164.0,67235.0,67539.0,67813.0,67957.0,67439.0,67025.0,66540.0,66863.0,66983.0,67101.0,66949.0,67208.0,67548.0,68162.0,68779.0,69098.0,69315.0,69425.0,71003.0,72769.0,74424.0,74862.0,75176.0,75574.0,75997.0,76594.0,77311.0,77881.0,78506.0,79572.0,80798.0,81671.0,81627.0,81850.0,81850.0,83307.0,84519.0
381,Hot Sulphur Springs,,Grand County,227149.0,226643.0,226473.0,227086.0,227690.0,228342.0,228714.0,228968.0,229522.0,230306.0,231606.0,232555.0,233749.0,235138.0,236547.0,237643.0,238901.0,240189.0,241783.0,242831.0,244070.0,245233.0,246805.0,248527.0,251226.0,253801.0,256345.0,257864.0,259052.0,260272.0,261566.0,263869.0,266371.0,269070.0,271077.0,272998.0,275001.0,277397.0,279779.0,281315.0,283163.0,284440.0,286575.0,287104.0,288244.0,289219.0,291019.0,292664.0,294681.0,296691.0,298485.0,299186.0,298709.0,297925.0,297759.0,298242.0,299387.0,300161.0,301313.0,302028.0,302659.0,303860.0,304724.0,305060.0,303231.0,303113.0,305359.0,310421.0,314614.0,316798.0,320688.0,327806.0,335972.0,341730.0,346326.0,351187.0,355989.0,358088.0,361953.0,366291.0,366593.0,364945.0,362340.0,364067.0,365271.0,366555.0,367894.0,369774.0,372631.0,376080.0,378500.0,379675.0,380848.0,383073.0,376069.0,367879.0,359233.0,359863.0,361011.0,362740.0,364628.0,367871.0,370137.0,371562.0,370019.0,369242.0,370013.0,371943.0,378094.0,384330.0,391927.0,393714.0,390704.0,391603.0,394951.0,403933.0,411045.0,421142.0,433311.0,444952.0,453961.0,462296.0,470380.0,480918.0,490126.0,498192.0,502820.0
382,Carr,Greeley,Weld County,310400.0,317382.0,318990.0,322351.0,318399.0,318913.0,315328.0,314718.0,313120.0,315365.0,314323.0,311859.0,316637.0,319398.0,327017.0,327588.0,334415.0,333351.0,333174.0,331841.0,333411.0,334066.0,336576.0,339455.0,340953.0,342210.0,343393.0,346645.0,348952.0,351227.0,355366.0,356702.0,355881.0,346223.0,340576.0,339034.0,347553.0,356083.0,365085.0,373493.0,380093.0,393527.0,404533.0,415449.0,418308.0,417833.0,415402.0,416774.0,412270.0,413070.0,409552.0,409085.0,409857.0,400597.0,401420.0,395997.0,403389.0,408445.0,424776.0,431612.0,435692.0,428731.0,427520.0,425494.0,424217.0,419748.0,416062.0,411057.0,406941.0,401028.0,395900.0,393830.0,394729.0,401311.0,410235.0,422330.0,431984.0,443550.0,454006.0,461399.0,462674.0,462511.0,464021.0,464890.0,462233.0,461083.0,460426.0,464112.0,465623.0,472915.0,477051.0,484732.0,490514.0,493773.0,494286.0,491498.0,490861.0,499827.0,511836.0,521607.0,524548.0,530215.0,537375.0,540046.0,542408.0,552558.0,558983.0,561714.0,570779.0,581464.0,591760.0,594276.0,599136.0,605556.0,606894.0,608575.0,614508.0,622311.0,631033.0,638501.0,648413.0,665246.0,685329.0,707643.0,726380.0,741841.0,751900.0
383,Ovid,,Sedgwick County,,,,,,,,,,,,,,42027.0,42026.0,42381.0,42860.0,43222.0,43411.0,43564.0,43941.0,44583.0,45100.0,45571.0,45769.0,46064.0,46205.0,46672.0,47160.0,47653.0,47777.0,47912.0,48161.0,48677.0,49018.0,49558.0,49666.0,49860.0,49956.0,50584.0,51422.0,52026.0,52523.0,52975.0,53786.0,54648.0,55471.0,55900.0,56224.0,56579.0,56561.0,56756.0,56778.0,57187.0,57249.0,57464.0,57643.0,57999.0,58250.0,58728.0,59966.0,61165.0,62549.0,62685.0,62671.0,61895.0,61462.0,61180.0,62093.0,63335.0,65036.0,66494.0,67868.0,68902.0,69472.0,69859.0,69679.0,69511.0,69152.0,69413.0,69587.0,69902.0,70070.0,70270.0,70347.0,70488.0,70680.0,71052.0,71548.0,72112.0,72717.0,73248.0,73226.0,73152.0,72453.0,72052.0,71702.0,71154.0,70553.0,70121.0,70553.0,71119.0,71700.0,71875.0,72066.0,72343.0,73054.0,73740.0,74918.0,76286.0,78437.0,80121.0,80227.0,80205.0,80361.0,82399.0,84258.0,86476.0,87873.0,90306.0,91863.0,93457.0,94012.0,94638.0,95231.0,96672.0,98355.0
384,Roggen,Greeley,Weld County,182128.0,186516.0,189138.0,195077.0,198644.0,203519.0,205348.0,208177.0,210542.0,213949.0,216402.0,216624.0,217355.0,217640.0,221154.0,222075.0,224726.0,226375.0,230648.0,234835.0,238108.0,240711.0,242020.0,243941.0,248027.0,253649.0,259769.0,263016.0,271567.0,278547.0,286421.0,284069.0,281163.0,278122.0,282259.0,288215.0,292950.0,296823.0,299441.0,300537.0,297351.0,300302.0,313565.0,326491.0,333523.0,334545.0,337880.0,337867.0,335485.0,331812.0,331522.0,333039.0,343208.0,351552.0,358440.0,358384.0,360919.0,366427.0,368790.0,371231.0,375553.0,381779.0,385138.0,388575.0,383414.0,382246.0,375769.0,380018.0,381771.0,378228.0,379447.0,382989.0,387305.0,386307.0,388997.0,403678.0,419156.0,426939.0,427162.0,428539.0,432085.0,439677.0,443711.0,449960.0,455090.0,462225.0,466827.0,468343.0,468198.0,470510.0,469899.0,469683.0,468065.0,472476.0,471764.0,468588.0,463016.0,469329.0,475451.0,481649.0,482304.0,487767.0,495388.0,502367.0,503880.0,506147.0,508406.0,514475.0,524002.0,537825.0,552951.0,569651.0,576345.0,586758.0,580502.0,586550.0,592355.0,604684.0,616352.0,624823.0,638516.0,651902.0,671697.0,688934.0,706115.0,708355.0,710086.0
385,Drake,Fort Collins,Larimer County,277825.0,278388.0,279549.0,279669.0,281060.0,280852.0,281417.0,280845.0,279470.0,277670.0,276043.0,276591.0,277205.0,276846.0,275922.0,275586.0,275744.0,275765.0,276772.0,278483.0,279957.0,281407.0,283091.0,284922.0,286283.0,287592.0,289282.0,290975.0,,277840.0,270373.0,271325.0,270993.0,271812.0,273427.0,273951.0,273726.0,273176.0,274945.0,277727.0,281528.0,279070.0,277227.0,273193.0,274371.0,274862.0,277250.0,278545.0,281710.0,284394.0,287378.0,288318.0,289098.0,291661.0,294619.0,299193.0,303060.0,306228.0,308919.0,309997.0,313348.0,315344.0,318897.0,322290.0,325891.0,330324.0,333631.0,336182.0,337445.0,339063.0,341696.0,344394.0,347251.0,350911.0,358935.0,366677.0,374270.0,377025.0,379023.0,381389.0,384196.0,389766.0,394419.0,398548.0,400283.0,403322.0,406608.0,407580.0,407593.0,405780.0,406390.0,405515.0,408607.0,411033.0,415643.0,418770.0,421305.0,421350.0,419882.0,420494.0,420715.0,424363.0,429364.0,438206.0,446914.0,456115.0,463092.0,469805.0,476038.0,483442.0,489170.0,495077.0,501774.0,512222.0,521263.0,530351.0,529956.0,528358.0,524904.0,530012.0,537606.0,546403.0,553531.0,561418.0,569223.0,572113.0,570553.0
386,Pagosa Springs,,Archuleta County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298524.0,302608.0,307256.0,310270.0,311903.0,316366.0,322378.0,326705.0,327536.0,326080.0,327439.0,330232.0,335450.0
387,Peetz,Sterling,Logan County,96835.0,96199.0,96233.0,96388.0,97046.0,96815.0,96862.0,96889.0,97054.0,97087.0,97015.0,97251.0,97544.0,97917.0,97939.0,98297.0,99411.0,100639.0,101514.0,101723.0,101975.0,102214.0,102948.0,103478.0,104829.0,106108.0,107446.0,108321.0,108538.0,109182.0,110009.0,111365.0,112033.0,112540.0,112964.0,113784.0,114554.0,115282.0,115818.0,117056.0,118684.0,120840.0,122245.0,124022.0,125404.0,126929.0,128404.0,129714.0,131673.0,133525.0,135040.0,135632.0,135842.0,136561.0,137546.0,138479.0,139780.0,140331.0,141146.0,141839.0,142581.0,142988.0,142981.0,143890.0,144864.0,146980.0,149074.0,150782.0,151772.0,152755.0,154295.0,155645.0,157170.0,158036.0,158699.0,158694.0,158804.0,160651.0,162524.0,164684.0,165571.0,166754.0,167175.0,167938.0,167079.0,167434.0,166361.0,166863.0,166445.0,167346.0,167820.0,168306.0,169290.0,169221.0,169120.0,168149.0,168481.0,168594.0,168900.0,169310.0,170210.0,171008.0,171954.0,172730.0,173509.0,173914.0,174993.0,176035.0,178856.0,181005.0,183572.0,185179.0,187468.0,189756.0,191833.0,194343.0,196788.0,199537.0,202203.0,206694.0,210057.0,212523.0,213068.0,214331.0,216119.0,219587.0,222606.0
388,Hillrose,Fort Morgan,Morgan County,96560.0,96632.0,96961.0,96623.0,96564.0,96246.0,96809.0,97124.0,97514.0,98059.0,98463.0,98901.0,99466.0,100363.0,101794.0,102762.0,103797.0,104611.0,105521.0,106640.0,107200.0,108135.0,108626.0,109368.0,109355.0,109697.0,110168.0,111378.0,111690.0,112414.0,113356.0,115019.0,116078.0,116988.0,118108.0,119170.0,119237.0,119537.0,120227.0,121493.0,122242.0,122830.0,124010.0,125490.0,126277.0,126758.0,127076.0,128072.0,129396.0,130964.0,133089.0,134891.0,136726.0,138135.0,139506.0,140700.0,142159.0,143546.0,144853.0,145787.0,146712.0,147602.0,148683.0,149931.0,151273.0,152130.0,152540.0,152888.0,153650.0,154641.0,155605.0,156304.0,157366.0,158231.0,159435.0,160516.0,161377.0,162361.0,162955.0,164515.0,165715.0,167079.0,167472.0,168247.0,169165.0,169924.0,170815.0,171807.0,172963.0,173196.0,173339.0,173733.0,174138.0,174915.0,175112.0,175567.0,175711.0,176489.0,178052.0,179145.0,179926.0,180912.0,181885.0,183545.0,184699.0,186670.0,188633.0,190612.0,194210.0,198837.0,201194.0,202411.0,202834.0,206652.0,210027.0,213058.0,215522.0,217982.0,219898.0,223573.0,226799.0,229891.0,231417.0,232849.0,234929.0,239431.0,244370.0
389,Wetmore,,Custer County,152838.0,152064.0,151065.0,150493.0,149827.0,150302.0,151226.0,151340.0,151327.0,151991.0,152662.0,153173.0,153285.0,154011.0,155692.0,156287.0,157799.0,158448.0,159949.0,160834.0,160835.0,161157.0,162472.0,165094.0,167151.0,168414.0,169623.0,171352.0,172368.0,173213.0,174874.0,177263.0,179471.0,179727.0,180531.0,181336.0,181756.0,181297.0,180857.0,181660.0,182660.0,184017.0,185365.0,187431.0,188910.0,190681.0,192754.0,193861.0,194260.0,193490.0,194625.0,196778.0,198611.0,200854.0,201744.0,203203.0,203422.0,204668.0,206387.0,208085.0,210404.0,211583.0,212909.0,213200.0,212774.0,212171.0,212060.0,213650.0,216501.0,219407.0,221150.0,221935.0,220596.0,221349.0,222660.0,225747.0,228306.0,230022.0,233219.0,235916.0,238683.0,239375.0,238659.0,238960.0,239380.0,240678.0,241729.0,244538.0,247123.0,249493.0,249879.0,249654.0,250038.0,248405.0,247180.0,245088.0,245747.0,248008.0,250763.0,253424.0,254190.0,253745.0,254378.0,255957.0,259190.0,261884.0,264916.0,267895.0,273428.0,279089.0,284817.0,288166.0,291529.0,295869.0,300644.0,305465.0,309955.0,314497.0,319031.0,324494.0,330593.0,334725.0,337740.0,339233.0,342831.0,348122.0,353104.0
390,Sugar City,,Crowley County,,,,,,,,,,,,,,34627.0,34624.0,34720.0,34713.0,34869.0,34911.0,35090.0,35154.0,35366.0,35735.0,36148.0,36335.0,36372.0,36396.0,36723.0,37045.0,37493.0,37720.0,38100.0,38240.0,38661.0,38948.0,39371.0,39521.0,39604.0,39699.0,39899.0,40085.0,40228.0,40310.0,40624.0,41528.0,42580.0,43566.0,43958.0,44199.0,44322.0,44450.0,44831.0,45244.0,45521.0,45662.0,45839.0,46538.0,47185.0,48041.0,48663.0,49517.0,50074.0,50604.0,50663.0,50752.0,50667.0,50970.0,51402.0,51710.0,52104.0,52551.0,53232.0,53656.0,53925.0,54191.0,54643.0,55355.0,56162.0,56802.0,57291.0,57391.0,57285.0,57043.0,57063.0,57296.0,57665.0,58107.0,58528.0,58937.0,59299.0,59948.0,60492.0,60947.0,60743.0,60480.0,60150.0,60304.0,60651.0,60909.0,60928.0,60920.0,61151.0,61436.0,61476.0,61393.0,62035.0,62707.0,63875.0,65005.0,66701.0,68256.0,69516.0,70834.0,72413.0,74085.0,75679.0,76632.0,77370.0,77182.0,78168.0,79172.0,80625.0,80602.0,80970.0,81687.0,83322.0,84809.0
